gene,geneLabel,ensemble_symbol,protein,proteinLabel
http://www.wikidata.org/entity/Q18040019,RPL26L1,ENSG00000037241,http://www.wikidata.org/entity/Q21138851,60S ribosomal protein L26-like 1
http://www.wikidata.org/entity/Q18040109,PHF20,ENSG00000025293,http://www.wikidata.org/entity/Q21144396,PHD finger protein 20
http://www.wikidata.org/entity/Q14859656,CBLIF,ENSG00000134812,http://www.wikidata.org/entity/Q410153,Cobalamin binding intrinsic factor
http://www.wikidata.org/entity/Q14864179,KRT13,ENSG00000171401,http://www.wikidata.org/entity/Q6393588,Keratin 13
http://www.wikidata.org/entity/Q14864179,KRT13,ENSG00000171401,http://www.wikidata.org/entity/Q21151229,"Keratin, type I cytoskeletal 13"
http://www.wikidata.org/entity/Q14864194,KRT20,ENSG00000171431,http://www.wikidata.org/entity/Q6393599,Keratin 20
http://www.wikidata.org/entity/Q14864194,KRT20,ENSG00000263057,http://www.wikidata.org/entity/Q6393599,Keratin 20
http://www.wikidata.org/entity/Q14864239,UCHL1,ENSG00000154277,http://www.wikidata.org/entity/Q7876540,Ubiquitin C-terminal hydrolase L1
http://www.wikidata.org/entity/Q14864522,MUC16,ENSG00000181143,http://www.wikidata.org/entity/Q1032902,"Mucin 16, cell surface associated"
http://www.wikidata.org/entity/Q14864628,TXN,ENSG00000136810,http://www.wikidata.org/entity/Q421219,Thioredoxin
http://www.wikidata.org/entity/Q14864879,GFAP,ENSG00000131095,http://www.wikidata.org/entity/Q905442,Glial fibrillary acidic protein
http://www.wikidata.org/entity/Q14864969,SDHC,ENSG00000143252,http://www.wikidata.org/entity/Q7632670,Succinate dehydrogenase complex subunit C
http://www.wikidata.org/entity/Q14864994,HSPD1,ENSG00000144381,http://www.wikidata.org/entity/Q3047550,Heat shock protein family D (Hsp60) member 1
http://www.wikidata.org/entity/Q14865015,CYP19A1,ENSG00000137869,http://www.wikidata.org/entity/Q415287,Cytochrome P450 family 19 subfamily A member 1
http://www.wikidata.org/entity/Q14865015,CYP19A1,ENSG00000137869,http://www.wikidata.org/entity/Q21149532,aromatase
http://www.wikidata.org/entity/Q14865090,ALDOA,ENSG00000149925,http://www.wikidata.org/entity/Q5255119,"Aldolase, fructose-bisphosphate A"
http://www.wikidata.org/entity/Q14865176,CCR5,ENSG00000160791,http://www.wikidata.org/entity/Q418404,C-C motif chemokine receptor 5
http://www.wikidata.org/entity/Q14865331,NCAM1,ENSG00000149294,http://www.wikidata.org/entity/Q2248886,Neural cell adhesion molecule 1
http://www.wikidata.org/entity/Q14865331,NCAM1,ENSG00000149294,http://www.wikidata.org/entity/Q21137791,Neural cell adhesion molecule 1
http://www.wikidata.org/entity/Q14874349,IGF2,ENSG00000167244,http://www.wikidata.org/entity/Q2006984,Insulin like growth factor 2
http://www.wikidata.org/entity/Q14876709,PCSK1,ENSG00000175426,http://www.wikidata.org/entity/Q1668565,Proprotein convertase subtilisin/kexin type 1
http://www.wikidata.org/entity/Q14876762,CANX,ENSG00000283777,http://www.wikidata.org/entity/Q908443,Calnexin
http://www.wikidata.org/entity/Q14876762,CANX,ENSG00000283777,http://www.wikidata.org/entity/Q21139210,Calnexin
http://www.wikidata.org/entity/Q14876823,SLC26A5,ENSG00000170615,http://www.wikidata.org/entity/Q3402672,Solute carrier family 26 member 5
http://www.wikidata.org/entity/Q14876882,GDF9,ENSG00000164404,http://www.wikidata.org/entity/Q4941566,Growth differentiation factor 9
http://www.wikidata.org/entity/Q14877422,RNASEL,ENSG00000135828,http://www.wikidata.org/entity/Q21107689,Ribonuclease L
http://www.wikidata.org/entity/Q14877681,COL2A1,ENSG00000139219,http://www.wikidata.org/entity/Q5145888,Collagen type II alpha 1 chain
http://www.wikidata.org/entity/Q14878325,APRT,ENSG00000198931,http://www.wikidata.org/entity/Q355965,Adenine phosphoribosyltransferase
http://www.wikidata.org/entity/Q14878806,SLC40A1,ENSG00000138449,http://www.wikidata.org/entity/Q417234,Solute carrier family 40 member 1
http://www.wikidata.org/entity/Q14879105,B2M,ENSG00000166710,http://www.wikidata.org/entity/Q287896,Beta-2-microglobulin
http://www.wikidata.org/entity/Q14879105,B2M,ENSG00000273686,http://www.wikidata.org/entity/Q287896,Beta-2-microglobulin
http://www.wikidata.org/entity/Q14881099,SLC24A5,ENSG00000188467,http://www.wikidata.org/entity/Q7390803,Solute carrier family 24 member 5
http://www.wikidata.org/entity/Q14881706,ABCA12,ENSG00000144452,http://www.wikidata.org/entity/Q4650048,ATP binding cassette subfamily A member 12
http://www.wikidata.org/entity/Q14881709,ADAMTS2,ENSG00000283802,http://www.wikidata.org/entity/Q4651002,ADAM metallopeptidase with thrombospondin type 1 motif 2
http://www.wikidata.org/entity/Q14883734,WRN,ENSG00000165392,http://www.wikidata.org/entity/Q6591532,Werner syndrome RecQ like helicase
http://www.wikidata.org/entity/Q14885202,LCK,ENSG00000182866,http://www.wikidata.org/entity/Q9020944,"LCK proto-oncogene, Src family tyrosine kinase"
http://www.wikidata.org/entity/Q14885202,LCK,ENSG00000182866,http://www.wikidata.org/entity/Q21138631,Tyrosine-protein kinase Lck
http://www.wikidata.org/entity/Q14885337,DYSF,ENSG00000135636,http://www.wikidata.org/entity/Q5319403,Dysferlin
http://www.wikidata.org/entity/Q14897674,PLIN1,ENSG00000166819,http://www.wikidata.org/entity/Q415624,Perilipin 1
http://www.wikidata.org/entity/Q14897677,LALBA,ENSG00000167531,http://www.wikidata.org/entity/Q1754323,Lactalbumin alpha
http://www.wikidata.org/entity/Q14897694,NTRK1,ENSG00000198400,http://www.wikidata.org/entity/Q4051790,Neurotrophic receptor tyrosine kinase 1
http://www.wikidata.org/entity/Q14897782,NTRK2,ENSG00000148053,http://www.wikidata.org/entity/Q7844742,Neurotrophic receptor tyrosine kinase 2
http://www.wikidata.org/entity/Q14901457,IGF1R,ENSG00000140443,http://www.wikidata.org/entity/Q2005209,Insulin like growth factor 1 receptor
http://www.wikidata.org/entity/Q14901827,VCAM1,ENSG00000162692,http://www.wikidata.org/entity/Q4052494,Vascular cell adhesion molecule 1
http://www.wikidata.org/entity/Q14903582,BMP15,ENSG00000130385,http://www.wikidata.org/entity/Q22677344,Bone morphogenetic protein 15
http://www.wikidata.org/entity/Q14903608,TGM2,ENSG00000198959,http://www.wikidata.org/entity/Q647813,Transglutaminase 2
http://www.wikidata.org/entity/Q14903767,BMP3,ENSG00000152785,http://www.wikidata.org/entity/Q14903766,Bone morphogenetic protein 3
http://www.wikidata.org/entity/Q14903775,BMP8A,ENSG00000183682,http://www.wikidata.org/entity/Q4941571,Bone morphogenetic protein 8a
http://www.wikidata.org/entity/Q14904559,PYY,ENSG00000131096,http://www.wikidata.org/entity/Q290293,Peptide YY
http://www.wikidata.org/entity/Q14904860,ZFYVE9,ENSG00000157077,http://www.wikidata.org/entity/Q8072290,Zinc finger FYVE-type containing 9
http://www.wikidata.org/entity/Q14904941,TSHR,ENSG00000165409,http://www.wikidata.org/entity/Q4862366,Thyroid stimulating hormone receptor
http://www.wikidata.org/entity/Q14904983,CYP11B2,ENSG00000179142,http://www.wikidata.org/entity/Q3609382,Cytochrome P450 family 11 subfamily B member 2
http://www.wikidata.org/entity/Q14904987,ITGAX,ENSG00000140678,http://www.wikidata.org/entity/Q4201963,Integrin subunit alpha X
http://www.wikidata.org/entity/Q14905108,ACVR1B,ENSG00000135503,http://www.wikidata.org/entity/Q1500003,Activin A receptor type 1B
http://www.wikidata.org/entity/Q14906154,CTTN,ENSG00000288401,http://www.wikidata.org/entity/Q5173210,Cortactin
http://www.wikidata.org/entity/Q14906191,CNTF,ENSG00000242689,http://www.wikidata.org/entity/Q5119950,Ciliary neurotrophic factor
http://www.wikidata.org/entity/Q14906495,MITF,ENSG00000187098,http://www.wikidata.org/entity/Q336500,Melanocyte inducing transcription factor
http://www.wikidata.org/entity/Q14907362,SCGB1A1,ENSG00000149021,http://www.wikidata.org/entity/Q3031346,Secretoglobin family 1A member 1
http://www.wikidata.org/entity/Q14907436,TLR2,ENSG00000137462,http://www.wikidata.org/entity/Q410015,Toll like receptor 2
http://www.wikidata.org/entity/Q14907597,IL6ST,ENSG00000134352,http://www.wikidata.org/entity/Q1540648,"Interleukin 6 signal transducer (Gp130, oncostatin M receptor)"
http://www.wikidata.org/entity/Q14907597,IL6ST,ENSG00000134352,http://www.wikidata.org/entity/Q21116066,Interleukin 6 signal transducer
http://www.wikidata.org/entity/Q14907597,IL6ST,ENSG00000134352,http://www.wikidata.org/entity/Q21150367,IL6ST isoform 4
http://www.wikidata.org/entity/Q14908072,CALB2,ENSG00000172137,http://www.wikidata.org/entity/Q5023949,Calbindin 2
http://www.wikidata.org/entity/Q14908072,CALB2,ENSG00000282830,http://www.wikidata.org/entity/Q5023949,Calbindin 2
http://www.wikidata.org/entity/Q14908120,ATR,ENSG00000175054,http://www.wikidata.org/entity/Q4812911,ATR serine/threonine kinase
http://www.wikidata.org/entity/Q14908120,ATR,ENSG00000175054,http://www.wikidata.org/entity/Q21139952,Serine/threonine-protein kinase ATR
http://www.wikidata.org/entity/Q14908156,EPB42,ENSG00000166947,http://www.wikidata.org/entity/Q7251424,Erythrocyte membrane protein band 4.2
http://www.wikidata.org/entity/Q14908222,ANXA1,ENSG00000135046,http://www.wikidata.org/entity/Q4769148,Annexin A1
http://www.wikidata.org/entity/Q14908222,ANXA1,ENSG00000135046,http://www.wikidata.org/entity/Q21121822,Annexin
http://www.wikidata.org/entity/Q14908739,CLOCK,ENSG00000134852,http://www.wikidata.org/entity/Q3610562,Clock circadian regulator
http://www.wikidata.org/entity/Q14908739,CLOCK,ENSG00000134852,http://www.wikidata.org/entity/Q21137491,Circadian locomoter output cycles protein kaput
http://www.wikidata.org/entity/Q14911836,LBR,ENSG00000143815,http://www.wikidata.org/entity/Q6481869,Lamin B receptor
http://www.wikidata.org/entity/Q14911836,LBR,ENSG00000143815,http://www.wikidata.org/entity/Q21152177,Lamin-B receptor
http://www.wikidata.org/entity/Q14911850,MME,ENSG00000196549,http://www.wikidata.org/entity/Q414232,Membrane metalloendopeptidase
http://www.wikidata.org/entity/Q14911850,MME,ENSG00000196549,http://www.wikidata.org/entity/Q21117676,MME protein
http://www.wikidata.org/entity/Q14911850,MME,ENSG00000196549,http://www.wikidata.org/entity/Q21137838,Neprilysin
http://www.wikidata.org/entity/Q14911979,CXCR3,ENSG00000186810,http://www.wikidata.org/entity/Q655541,C-X-C motif chemokine receptor 3
http://www.wikidata.org/entity/Q14912063,GDF6,ENSG00000156466,http://www.wikidata.org/entity/Q5513080,Growth differentiation factor 6
http://www.wikidata.org/entity/Q14912267,CYP2B6,ENSG00000197408,http://www.wikidata.org/entity/Q5014958,Cytochrome P450 family 2 subfamily B member 6
http://www.wikidata.org/entity/Q14912759,SLC22A5,ENSG00000197375,http://www.wikidata.org/entity/Q7390798,Solute carrier family 22 member 5
http://www.wikidata.org/entity/Q14913035,MEN1,ENSG00000133895,http://www.wikidata.org/entity/Q1920577,Menin 1
http://www.wikidata.org/entity/Q14913892,TCF7L2,ENSG00000148737,http://www.wikidata.org/entity/Q14913880,Transcription factor 7 like 2
http://www.wikidata.org/entity/Q14913892,TCF7L2,ENSG00000148737,http://www.wikidata.org/entity/Q21117647,T-cell factor-4 variant L
http://www.wikidata.org/entity/Q14913892,TCF7L2,ENSG00000148737,http://www.wikidata.org/entity/Q21149339,TCF7L2 isoform pFC8A_TCF7L2_ex1-11-13-14
http://www.wikidata.org/entity/Q14914141,SCN11A,ENSG00000168356,http://www.wikidata.org/entity/Q6981561,Sodium voltage-gated channel alpha subunit 11
http://www.wikidata.org/entity/Q14914223,LIPC,ENSG00000166035,http://www.wikidata.org/entity/Q908765,"Lipase C, hepatic type"
http://www.wikidata.org/entity/Q14914243,PSAP,ENSG00000197746,http://www.wikidata.org/entity/Q7250541,Prosaposin
http://www.wikidata.org/entity/Q14914243,PSAP,ENSG00000197746,http://www.wikidata.org/entity/Q21139200,Prosaposin
http://www.wikidata.org/entity/Q14914243,PSAP,ENSG00000197746,http://www.wikidata.org/entity/Q21141220,PSAP protein
http://www.wikidata.org/entity/Q14914243,PSAP,ENSG00000197746,http://www.wikidata.org/entity/Q21150898,"Prosaposin (Variant Gaucher disease and variant metachromatic leukodystrophy), isoform CRA_b"
http://www.wikidata.org/entity/Q14914255,SLC3A1,ENSG00000138079,http://www.wikidata.org/entity/Q7390878,Solute carrier family 3 member 1
http://www.wikidata.org/entity/Q14914296,SLC19A3,ENSG00000135917,http://www.wikidata.org/entity/Q7390782,Solute carrier family 19 member 3
http://www.wikidata.org/entity/Q14914316,KCNQ3,ENSG00000184156,http://www.wikidata.org/entity/Q6449562,Potassium voltage-gated channel subfamily Q member 3
http://www.wikidata.org/entity/Q14914481,CER1,ENSG00000147869,http://www.wikidata.org/entity/Q5063909,"Cerberus 1, DAN family BMP antagonist"
http://www.wikidata.org/entity/Q14914522,JAK1,ENSG00000162434,http://www.wikidata.org/entity/Q6155967,Janus kinase 1
http://www.wikidata.org/entity/Q14914578,TRPC6,ENSG00000137672,http://www.wikidata.org/entity/Q7671469,Transient receptor potential cation channel subfamily C member 6
http://www.wikidata.org/entity/Q286987,ABCA1,ENSG00000165029,http://www.wikidata.org/entity/Q21115210,ATP binding cassette subfamily A member 1
http://www.wikidata.org/entity/Q390540,EDNRA,ENSG00000151617,http://www.wikidata.org/entity/Q21132004,Endothelin receptor type A
http://www.wikidata.org/entity/Q417743,PC,ENSG00000173599,http://www.wikidata.org/entity/Q21114968,Pyruvate carboxylase
http://www.wikidata.org/entity/Q508356,COL8A1,ENSG00000144810,http://www.wikidata.org/entity/Q21102493,Collagen type VIII alpha 1 chain
http://www.wikidata.org/entity/Q1022703,ZMPSTE24,ENSG00000084073,http://www.wikidata.org/entity/Q21101211,Zinc metallopeptidase STE24
http://www.wikidata.org/entity/Q1632039,AMT,ENSG00000145020,http://www.wikidata.org/entity/Q21110356,Aminomethyltransferase
http://www.wikidata.org/entity/Q3631793,BECN1,ENSG00000126581,http://www.wikidata.org/entity/Q21097409,Beclin 1
http://www.wikidata.org/entity/Q3631793,BECN1,ENSG00000126581,http://www.wikidata.org/entity/Q21142933,Beclin-1
http://www.wikidata.org/entity/Q4050587,TICAM1,ENSG00000127666,http://www.wikidata.org/entity/Q21127355,Toll like receptor adaptor molecule 1
http://www.wikidata.org/entity/Q4316436,NRGN,ENSG00000154146,http://www.wikidata.org/entity/Q22676708,Neurogranin
http://www.wikidata.org/entity/Q4649948,AATK,ENSG00000181409,http://www.wikidata.org/entity/Q21121579,Apoptosis associated tyrosine kinase
http://www.wikidata.org/entity/Q4650067,ABCC11,ENSG00000121270,http://www.wikidata.org/entity/Q21111144,ATP binding cassette subfamily C member 11
http://www.wikidata.org/entity/Q4650067,ABCC11,ENSG00000121270,http://www.wikidata.org/entity/Q21149278,"ATP-binding cassette, sub-family C (CFTR/MRP), member 11, isoform CRA_a"
http://www.wikidata.org/entity/Q4650492,ACADSB,ENSG00000196177,http://www.wikidata.org/entity/Q21104908,Acyl-CoA dehydrogenase short/branched chain
http://www.wikidata.org/entity/Q4653718,ARHGEF5,ENSG00000050327,http://www.wikidata.org/entity/Q21971920,Rho guanine nucleotide exchange factor 5
http://www.wikidata.org/entity/Q4653718,ARHGEF5,ENSG00000284933,http://www.wikidata.org/entity/Q21971920,Rho guanine nucleotide exchange factor 5
http://www.wikidata.org/entity/Q4833116,AZU1,ENSG00000172232,http://www.wikidata.org/entity/Q21132154,Azurocidin 1
http://www.wikidata.org/entity/Q4833116,AZU1,ENSG00000278624,http://www.wikidata.org/entity/Q21132154,Azurocidin 1
http://www.wikidata.org/entity/Q4955708,ADGRB1,ENSG00000181790,http://www.wikidata.org/entity/Q21172286,Adhesion G protein-coupled receptor B1
http://www.wikidata.org/entity/Q5038728,CTF1,ENSG00000150281,http://www.wikidata.org/entity/Q21113074,Cardiotrophin 1
http://www.wikidata.org/entity/Q5044069,CPT1A,ENSG00000110090,http://www.wikidata.org/entity/Q21106909,Carnitine palmitoyltransferase 1A
http://www.wikidata.org/entity/Q5044069,CPT1A,ENSG00000110090,http://www.wikidata.org/entity/Q21117791,"Carnitine O-palmitoyltransferase 1, liver isoform"
http://www.wikidata.org/entity/Q5049047,DFFB,ENSG00000169598,http://www.wikidata.org/entity/Q21101094,DNA fragmentation factor subunit beta
http://www.wikidata.org/entity/Q5049047,DFFB,ENSG00000169598,http://www.wikidata.org/entity/Q21140284,DNA fragmentation factor subunit beta
http://www.wikidata.org/entity/Q5055039,CAV2,ENSG00000105971,http://www.wikidata.org/entity/Q21110568,Caveolin 2
http://www.wikidata.org/entity/Q5104299,CCKBR,ENSG00000110148,http://www.wikidata.org/entity/Q21110901,Cholecystokinin B receptor
http://www.wikidata.org/entity/Q5145891,COL6A1,ENSG00000142156,http://www.wikidata.org/entity/Q21102482,Collagen type VI alpha 1 chain
http://www.wikidata.org/entity/Q5148523,CSF1R,ENSG00000182578,http://www.wikidata.org/entity/Q21100975,Colony stimulating factor 1 receptor
http://www.wikidata.org/entity/Q5198265,CCNB1,ENSG00000134057,http://www.wikidata.org/entity/Q21131192,Cyclin B1
http://www.wikidata.org/entity/Q5198265,CCNB1,ENSG00000134057,http://www.wikidata.org/entity/Q21139360,G2/mitotic-specific cyclin-B1
http://www.wikidata.org/entity/Q5458077,FMO1,ENSG00000010932,http://www.wikidata.org/entity/Q21101459,Flavin containing dimethylaniline monoxygenase 1
http://www.wikidata.org/entity/Q5470358,FPR2,ENSG00000171049,http://www.wikidata.org/entity/Q21107443,Formyl peptide receptor 2
http://www.wikidata.org/entity/Q5470358,FPR2,ENSG00000171049,http://www.wikidata.org/entity/Q21141669,N-formyl peptide receptor 2
http://www.wikidata.org/entity/Q5973327,IQSEC3,ENSG00000120645,http://www.wikidata.org/entity/Q21107735,IQ motif and Sec7 domain ArfGEF 3
http://www.wikidata.org/entity/Q5973327,IQSEC3,ENSG00000262607,http://www.wikidata.org/entity/Q21107735,IQ motif and Sec7 domain ArfGEF 3
http://www.wikidata.org/entity/Q6715136,MDFI,ENSG00000112559,http://www.wikidata.org/entity/Q21172264,MyoD family inhibitor
http://www.wikidata.org/entity/Q7261255,PNP,ENSG00000198805,http://www.wikidata.org/entity/Q414401,Purine nucleoside phosphorylase
http://www.wikidata.org/entity/Q7261255,PNP,ENSG00000198805,http://www.wikidata.org/entity/Q21137875,Purine nucleoside phosphorylase
http://www.wikidata.org/entity/Q7276682,RGS9BP,ENSG00000186326,http://www.wikidata.org/entity/Q21125003,Regulator of G protein signaling 9 binding protein
http://www.wikidata.org/entity/Q7391779,SNAI1,ENSG00000124216,http://www.wikidata.org/entity/Q21096365,Snail family transcriptional repressor 1
http://www.wikidata.org/entity/Q7672588,TXNIP,ENSG00000265972,http://www.wikidata.org/entity/Q21122281,Thioredoxin interacting protein
